iter,batch_ranking_loss
10500,0.6054369211196899
11000,0.6265198588371277
11500,0.6492549777030945
12000,0.6093197464942932
12500,0.5878734588623047
13000,0.6389724612236023
13500,0.5079293251037598
14000,0.49529555439949036
14500,0.5364024639129639
15000,0.5701771378517151
15500,0.5120388269424438
16000,0.6137371063232422
16500,0.4836476147174835
17000,0.5180926322937012
17500,0.4859248697757721
18000,0.49710264801979065
18500,0.5648396015167236
19000,0.392238587141037
19500,0.4334690570831299
20000,0.4764997959136963
20500,0.5753130912780762
21000,0.5420501232147217
21500,0.5714085698127747
22000,0.5749562382698059
22500,0.5101392269134521
23000,0.6021954417228699
23500,0.5774170756340027
24000,0.5107179284095764
24500,0.5027772188186646
25000,0.498477578163147
25500,0.4679660201072693
26000,0.3789190649986267
26500,0.4304780066013336
27000,0.5920645594596863
27500,0.5122873187065125
28000,0.4204321503639221
28500,0.47364071011543274
29000,0.4672574996948242
29500,0.4707016944885254
30000,0.5922725200653076
30500,0.48689746856689453
31000,0.4949329197406769
31500,0.4519171416759491
32000,0.5055323243141174
32500,0.4800422489643097
33000,0.520537257194519
33500,0.3761914372444153
34000,0.47922050952911377
34500,0.4641132056713104
35000,0.43122419714927673
35500,0.49846166372299194
36000,0.57160484790802
36500,0.43669766187667847
37000,0.5017985105514526
37500,0.5138645768165588
38000,0.473175585269928
38500,0.5593140125274658
39000,0.3928767144680023
39500,0.4102683365345001
40000,0.40848782658576965
40500,0.49309906363487244
41000,0.4715324640274048
41500,0.44933876395225525
42000,0.4786779582500458
42500,0.49297648668289185
43000,0.5001779198646545
43500,0.38301384449005127
44000,0.4918578565120697
44500,0.4686402678489685
45000,0.44316282868385315
45500,0.4612303078174591
46000,0.539646565914154
46500,0.4208376109600067
47000,0.46247395873069763
47500,0.5115706324577332
48000,0.4421408474445343
48500,0.5493491291999817
49000,0.3956487476825714
49500,0.39479994773864746
50000,0.39034831523895264
50500,0.5553463101387024
51000,0.5348683595657349
51500,0.5143954753875732
52000,0.5110231637954712
52500,0.49342024326324463
53000,0.5750311613082886
53500,0.5296621918678284
54000,0.5121460556983948
54500,0.5291035175323486
55000,0.40717101097106934
55500,0.4370819330215454
56000,0.35003137588500977
56500,0.4183083176612854
57000,0.5702122449874878
57500,0.5206456780433655
58000,0.45304352045059204
58500,0.4657939672470093
59000,0.4847545027732849
59500,0.46300050616264343
60000,0.4261325001716614
60500,0.42263051867485046
61000,0.4957830607891083
61500,0.5058791637420654
62000,0.5019461512565613
62500,0.5599850416183472
63000,0.4925597608089447
63500,0.6090698838233948
64000,0.6389854550361633
64500,0.5229930281639099
65000,0.49696967005729675
65500,0.5842423439025879
66000,0.5431415438652039
66500,0.38136026263237
67000,0.4318423271179199
67500,0.4506310820579529
68000,0.45065879821777344
68500,0.5672951936721802
69000,0.510266125202179
69500,0.5365656614303589
70000,0.45360419154167175
70500,0.5978935956954956
71000,0.5247550010681152
71500,0.5606023073196411
72000,0.5401015877723694
72500,0.5251435041427612
73000,0.48289886116981506
73500,0.4411431550979614
74000,0.5769195556640625
74500,0.4068382978439331
75000,0.40917065739631653
75500,0.5396487712860107
76000,0.48785698413848877
76500,0.4594980776309967
77000,0.45007774233818054
77500,0.4777277708053589
78000,0.512017011642456
78500,0.49496790766716003
79000,0.3402329385280609
79500,0.42293524742126465
80000,0.48550644516944885
80500,0.5014986991882324
81000,0.5350393652915955
81500,0.4342368543148041
82000,0.5662840604782104
82500,0.5101585388183594
83000,0.46816039085388184
83500,0.5618321299552917
84000,0.5591864585876465
84500,0.5258091688156128
85000,0.4609963595867157
85500,0.390020489692688
86000,0.4676071107387543
86500,0.52622389793396
87000,0.6103945970535278
87500,0.44192594289779663
88000,0.4585764408111572
88500,0.4726227819919586
89000,0.40572574734687805
89500,0.5000141263008118
90000,0.42392784357070923
90500,0.4951402544975281
91000,0.45901423692703247
91500,0.5381492972373962
92000,0.5888565182685852
92500,0.4060925245285034
93000,0.5084652304649353
93500,0.5358381867408752
94000,0.49613478779792786
