iter,batch_ranking_loss
94500,0.4581352174282074
95000,0.6024675965309143
95500,0.40281546115875244
96000,0.3684776723384857
96500,0.4720771908760071
97000,0.44740065932273865
97500,0.43018415570259094
98000,0.4507614076137543
98500,0.47179001569747925
99000,0.43236061930656433
99500,0.46949318051338196
100000,0.4602883756160736
100500,0.5039307475090027
101000,0.44186660647392273
101500,0.49433162808418274
102000,0.4567479193210602
102500,0.43438348174095154
103000,0.5276610255241394
103500,0.47582805156707764
104000,0.3626566529273987
104500,0.5505210161209106
105000,0.4315047264099121
105500,0.5189517140388489
106000,0.49533870816230774
106500,0.46646514534950256
107000,0.4581297039985657
107500,0.5990468859672546
108000,0.48383280634880066
108500,0.4684827923774719
109000,0.4931298494338989
109500,0.603670060634613
110000,0.5774438381195068
110500,0.39180585741996765
111000,0.4209507405757904
111500,0.5531036257743835
112000,0.5125207901000977
112500,0.49105608463287354
113000,0.4540174603462219
113500,0.41998329758644104
114000,0.43207553029060364
114500,0.4718523621559143
115000,0.5382664799690247
115500,0.5108384490013123
116000,0.37896907329559326
116500,0.5017255544662476
117000,0.42033281922340393
117500,0.4509941041469574
118000,0.3864050805568695
118500,0.5688076615333557
119000,0.46543532609939575
119500,0.4324861466884613
120000,0.4405728876590729
120500,0.4619852602481842
121000,0.4972679316997528
121500,0.5218970775604248
122000,0.5208362340927124
122500,0.45448458194732666
123000,0.49801236391067505
123500,0.45713940262794495
124000,0.3976220190525055
124500,0.40132594108581543
125000,0.5130375623703003
125500,0.4102286398410797
126000,0.3750128448009491
126500,0.4975147247314453
127000,0.4170075058937073
127500,0.37300390005111694
128000,0.505259096622467
128500,0.5212866067886353
129000,0.5146728754043579
129500,0.3866163492202759
130000,0.5984575748443604
130500,0.4771937429904938
131000,0.5323858261108398
131500,0.48789626359939575
132000,0.3813383877277374
132500,0.5219655632972717
133000,0.39799192547798157
133500,0.549506425857544
134000,0.33665212988853455
134500,0.44588330388069153
135000,0.5287115573883057
135500,0.5662741661071777
136000,0.4274391531944275
136500,0.37268444895744324
137000,0.3447606861591339
137500,0.6857984066009521
138000,0.4548202157020569
138500,0.38726571202278137
139000,0.45270249247550964
139500,0.49046987295150757
140000,0.42411738634109497
140500,0.4728074371814728
141000,0.417574405670166
141500,0.5267048478126526
142000,0.5124367475509644
142500,0.3399534821510315
143000,0.4480254054069519
143500,0.3945709764957428
144000,0.47323501110076904
144500,0.46463048458099365
145000,0.4246586263179779
145500,0.46522465348243713
146000,0.5193679928779602
146500,0.32996395230293274
147000,0.43500247597694397
147500,0.4431188404560089
148000,0.6273148059844971
148500,0.4524275064468384
149000,0.5151354670524597
149500,0.44023677706718445
150000,0.4526127278804779
